place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu,above_trend
"""0662000""","""Riverside""","""Riverside-San Bernardino-Ontario, CA""",187.95,314434.04,90640.24,51960.72,59.0,70.0,59.0,33.0,42.0,34.0,26.0,29.0,25.0,8.9,25.95,1.86,2.0,2.0,21228.0,18915.0,19918.0,4.0,4.0,3.0,14262.0,12693.0,13456.0,10106.0,8979.0,9556.0,4071.0,3627.0,3819.0,85.0,87.0,80.0,60.0,61.0,56.0,4.7,3.7,3.54,1.74,23733.0,66.0,32118.0,92.0,17.0,112.0,1401,1533.0,1533.0,1204.0,55.0,45.0,0
"""0664000""","""Sacramento""","""Sacramento--Roseville--Arden-Arcade, CA""",321.28,473353.1,176003.0,62671.39,48.0,56.0,52.0,27.0,33.0,30.0,21.0,23.0,23.0,7.25,31.82,1.61,1.0,2.0,17962.0,15940.0,17919.0,7.0,7.0,7.0,12813.0,10962.0,12254.0,9215.0,7754.0,8669.0,3446.0,3057.0,3436.0,151.0,151.0,148.0,127.0,127.0,125.0,6.5,6.9,6.71,2.81,28916.0,60.0,48365.0,90.0,9.0,173.0,1089,1330.0,1377.0,1089.0,47.0,53.0,0
"""0665000""","""San Bernardino""","""Riverside-San Bernardino-Ontario, CA""",143.58,224020.79,59832.5,39368.13,49.0,58.0,49.0,25.0,31.0,25.0,25.0,27.0,24.0,7.86,23.61,1.75,2.0,2.0,19981.0,18047.0,18956.0,5.0,5.0,5.0,13501.0,11935.0,12681.0,9509.0,8309.0,8894.0,3832.0,3461.0,3635.0,161.0,166.0,153.0,97.0,100.0,92.0,4.8,6.5,3.3,1.52,22449.0,62.0,26023.0,89.0,13.0,106.0,1443,1142.0,1054.0,990.0,48.0,52.0,0
"""0666000""","""San Diego""","""San Diego-Carlsbad, CA""",828.7,1360646.25,485175.8,208117.4,55.0,66.0,64.0,35.0,43.0,41.0,21.0,22.0,23.0,7.42,44.11,1.69,2.0,2.0,18247.0,15920.0,17280.0,10.0,10.0,10.0,13479.0,11576.0,12327.0,9640.0,8203.0,8684.0,3500.0,3053.0,3314.0,338.0,320.0,330.0,311.0,294.0,303.0,5.3,5.6,5.79,2.33,35816.0,46.0,47481.0,92.0,15.0,118.0,1551,1859.0,1900.0,1488.0,47.0,53.0,0
"""0667000""","""San Francisco""","""San Francisco-Oakland-Hayward, CA""",580.0,840763.0,353287.0,30012.33,41.0,50.0,61.0,30.0,37.0,45.0,12.0,13.0,16.0,3.91,68.07,1.13,1.0,1.0,10301.0,8305.0,9677.0,38.0,36.0,38.0,9501.0,8417.0,8458.0,6441.0,5801.0,5522.0,1958.0,1579.0,1839.0,1103.0,1037.0,1097.0,803.0,755.0,799.0,8.8,8.5,19.63,11.77,96619.0,20.0,198588.0,94.0,4.0,389.0,847,2036.0,2121.0,1600.0,36.0,64.0,0
"""0668000""","""San Jose""","""San Jose-Sunnyvale-Santa Clara, CA""",539.5,973113.15,305519.3,112998.38,44.0,53.0,74.0,28.0,35.0,50.0,16.0,18.0,24.0,8.36,45.01,1.96,2.0,2.0,20018.0,18148.0,18467.0,6.0,6.0,6.0,15265.0,13496.0,13020.0,11200.0,9803.0,9270.0,3840.0,3482.0,3541.0,225.0,211.0,210.0,154.0,144.0,144.0,5.0,3.1,6.14,2.7,39332.0,55.0,49252.0,93.0,11.0,134.0,1621,2240.0,2412.0,1657.0,57.0,43.0,0
"""0669000""","""Santa Ana""","""Los Angeles-Long Beach-Anaheim, CA""",155.06,332984.91,75020.61,17373.3,53.0,62.0,57.0,31.0,39.0,35.0,22.0,23.0,22.0,8.21,50.74,1.7,1.0,2.0,17266.0,15329.0,16075.0,6.0,6.0,6.0,13207.0,11211.0,11816.0,9701.0,8073.0,8538.0,3312.0,2940.0,3083.0,194.0,198.0,195.0,148.0,151.0,149.0,7.7,7.0,11.53,4.32,50087.0,46.0,98488.0,94.0,6.0,258.0,768,1588.0,1516.0,1388.0,45.0,55.0,0
"""0669088""","""Santa Clarita""","""Los Angeles-Long Beach-Anaheim, CA""",95.8,171289.12,56247.64,33749.2,68.0,80.0,73.0,42.0,53.0,48.0,25.0,27.0,26.0,9.29,31.4,1.94,2.0,2.0,22212.0,19615.0,20631.0,4.0,4.0,4.0,15441.0,13283.0,13930.0,11091.0,9443.0,9892.0,4261.0,3761.0,3956.0,89.0,79.0,82.0,105.0,94.0,97.0,4.1,2.2,10.2,1.67,20493.0,59.0,21691.0,91.0,17.0,122.0,1411,2138.0,2270.0,1531.0,67.0,33.0,0
"""0670098""","""Santa Rosa""","""Santa Rosa, CA""",113.37,154691.4,57463.81,26419.8,53.0,63.0,62.0,31.0,39.0,37.0,22.0,24.0,25.0,8.31,30.19,1.78,2.0,2.0,20205.0,17983.0,20120.0,3.0,3.0,3.0,14105.0,12121.0,13399.0,10182.0,8627.0,9493.0,3876.0,3448.0,3858.0,47.0,46.0,47.0,33.0,32.0,33.0,5.1,2.9,4.21,2.18,18864.0,59.0,21055.0,90.0,12.0,143.0,1265,1683.0,1608.0,1375.0,52.0,48.0,1
"""0675000""","""Stockton""","""Stockton-Lodi, CA""",165.12,280975.85,87518.83,39888.07,54.0,64.0,52.0,28.0,35.0,28.0,26.0,29.0,25.0,8.13,29.15,1.79,2.0,2.0,20590.0,18354.0,19754.0,3.0,4.0,3.0,13750.0,12257.0,13298.0,9727.0,8660.0,9441.0,3948.0,3520.0,3788.0,75.0,78.0,69.0,53.0,56.0,49.0,5.3,3.2,4.66,2.19,21066.0,65.0,22159.0,90.0,11.0,127.0,1621,1237.0,1245.0,1071.0,48.0,52.0,1
"""0804000""","""Aurora""","""Denver-Aurora-Lakewood, CO""",226.17,339566.1,121668.16,98236.9,42.0,50.0,50.0,23.0,29.0,28.0,19.0,20.0,22.0,7.85,31.65,1.7,2.0,2.0,18648.0,16384.0,18306.0,9.0,8.0,9.0,12504.0,10660.0,11667.0,9722.0,8205.0,8931.0,2628.0,2308.0,2579.0,154.0,148.0,157.0,131.0,125.0,133.0,4.6,5.8,3.96,1.24,31566.0,51.0,32684.0,90.0,12.0,76.0,2059,1279.0,1197.0,1022.0,57.0,43.0,0
"""0816000""","""Colorado Springs""","""Colorado Springs, CO""",263.04,438728.01,173033.6,124944.21,47.0,56.0,51.0,26.0,32.0,28.0,21.0,23.0,22.0,8.15,24.26,1.72,2.0,2.0,19931.0,17591.0,19840.0,4.0,4.0,4.0,12245.0,10902.0,12106.0,9365.0,8355.0,9238.0,2808.0,2478.0,2795.0,72.0,68.0,73.0,64.0,61.0,65.0,4.7,5.9,4.67,1.38,19832.0,61.0,20945.0,88.0,11.0,141.0,1317,1263.0,1345.0,1027.0,58.0,42.0,0
"""0820000""","""Denver""","""Denver-Aurora-Lakewood, CO""",481.0,649654.0,275795.0,98134.46,42.0,49.0,50.0,24.0,30.0,29.0,18.0,19.0,20.0,6.48,40.75,1.6,1.0,2.0,16526.0,14552.0,16180.0,11.0,11.0,12.0,11755.0,9996.0,10955.0,9140.0,7670.0,8382.0,2319.0,2041.0,2270.0,296.0,285.0,303.0,250.0,241.0,256.0,6.5,6.3,8.64,2.81,44581.0,47.0,80223.0,93.0,8.0,144.0,1464,1324.0,1417.0,1017.0,49.0,51.0,0
"""1150000""","""Washington""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",450.0,647484.0,273390.0,39132.81,33.0,39.0,54.0,23.0,29.0,40.0,9.0,10.0,13.0,4.2,60.2,1.2,1.0,1.0,12329.0,10239.0,11123.0,32.0,30.0,32.0,8700.0,7540.0,7237.0,6837.0,5988.0,5552.0,1821.0,1512.0,1642.0,42.0,39.0,42.0,23.0,22.0,23.0,8.3,9.8,16.65,6.99,76913.0,12.0,183411.0,91.0,6.0,237.0,818,1803.0,1982.0,1404.0,41.0,59.0,0
"""1210275""","""Cape Coral""","""Cape Coral-Fort Myers, FL""",114.02,164806.18,59220.76,67563.23,59.0,69.0,54.0,32.0,40.0,29.0,26.0,28.0,25.0,9.13,13.44,1.81,2.0,2.0,21279.0,18958.0,22412.0,1.0,2.0,1.0,12829.0,11061.0,13516.0,9833.0,8387.0,10363.0,2977.0,2653.0,3136.0,19.0,21.0,17.0,20.0,22.0,18.0,4.3,1.2,1.66,0.88,11645.0,79.0,8004.0,87.0,10.0,105.0,1688,1309.0,1330.0,1034.0,69.0,31.0,0
"""1224000""","""Fort Lauderdale""","""Miami-Fort Lauderdale-West Palm Beach, FL""",122.66,175867.66,74054.69,22125.31,62.0,73.0,56.0,40.0,49.0,36.0,23.0,24.0,20.0,6.02,28.9,1.54,1.0,2.0,17780.0,15637.0,17263.0,8.0,8.0,8.0,11036.0,9278.0,10854.0,8403.0,6948.0,8297.0,2487.0,2188.0,2415.0,145.0,142.0,142.0,145.0,142.0,143.0,7.3,8.3,8.39,3.35,32892.0,40.0,48339.0,90.0,8.0,187.0,891,1608.0,1663.0,1122.0,52.0,48.0,0
"""1230000""","""Hialeah""","""Miami-Fort Lauderdale-West Palm Beach, FL""",115.57,234276.5,69089.54,13762.09,51.0,60.0,46.0,29.0,36.0,26.0,23.0,24.0,20.0,7.2,58.0,1.55,1.0,2.0,17136.0,15068.0,16646.0,9.0,9.0,9.0,11096.0,9352.0,10921.0,8452.0,6997.0,8346.0,2397.0,2109.0,2329.0,247.0,246.0,247.0,218.0,216.0,217.0,6.8,7.2,10.94,5.02,40133.0,41.0,47868.0,91.0,6.0,229.0,847,1174.0,1117.0,1015.0,48.0,52.0,0
"""1235000""","""Jacksonville""","""Jacksonville, FL""",463.99,849975.06,319885.14,478372.08,51.0,60.0,49.0,28.0,35.0,27.0,23.0,26.0,23.0,8.58,16.46,1.69,2.0,2.0,20751.0,18444.0,20853.0,3.0,3.0,3.0,12134.0,10798.0,12224.0,9179.0,8167.0,9254.0,2903.0,2580.0,2917.0,52.0,51.0,52.0,59.0,57.0,59.0,3.2,7.4,2.15,0.67,14196.0,62.0,21506.0,87.0,41.0,46.0,3303,1197.0,1233.0,934.0,59.0,41.0,0
"""1245000""","""Miami""","""Miami-Fort Lauderdale-West Palm Beach, FL""",306.07,424143.42,156893.77,23019.53,51.0,60.0,46.0,32.0,39.0,29.0,20.0,20.0,17.0,5.14,61.32,1.27,1.0,1.0,13716.0,11980.0,13303.0,19.0,18.0,18.0,9514.0,7987.0,9381.0,6900.0,5655.0,6838.0,2126.0,1857.0,2062.0,488.0,475.0,481.0,429.0,418.0,423.0,8.3,9.2,15.25,6.82,51254.0,27.0,93572.0,91.0,5.0,283.0,742,1280.0,1069.0,1081.0,31.0,69.0,0
"""1253000""","""Orlando""","""Orlando-Kissimmee-Sanford, FL""",112.71,250981.29,101901.88,65830.59,53.0,61.0,47.0,30.0,37.0,27.0,23.0,24.0,20.0,7.1,23.81,1.55,1.0,2.0,17787.0,15875.0,17333.0,7.0,7.0,7.0,11041.0,9342.0,10876.0,8428.0,7001.0,8331.0,2489.0,2222.0,2425.0,124.0,120.0,120.0,129.0,124.0,125.0,5.9,6.8,6.67,1.55,25362.0,38.0,50562.0,91.0,12.0,106.0,1299,1218.0,1355.0,1037.0,39.0,61.0,0
"""1255775""","""Pembroke Pines""","""Miami-Fort Lauderdale-West Palm Beach, FL""",66.72,157967.43,54835.89,21086.93,67.0,79.0,61.0,42.0,52.0,38.0,25.0,27.0,23.0,8.24,29.67,1.74,2.0,2.0,20375.0,17713.0,19727.0,5.0,4.0,5.0,12386.0,10524.0,12196.0,9451.0,7967.0,9352.0,2851.0,2479.0,2760.0,84.0,78.0,83.0,85.0,78.0,84.0,4.5,6.3,5.06,2.6,29089.0,50.0,27269.0,89.0,17.0,130.0,1486,1702.0,1617.0,1366.0,72.0,28.0,0
"""1258715""","""Port St. Lucie""","""Port St. Lucie, FL""",54.18,175018.14,60854.66,75987.59,63.0,74.0,55.0,35.0,44.0,30.0,27.0,30.0,25.0,9.5,12.48,1.78,2.0,2.0,21563.0,19130.0,23019.0,2.0,2.0,1.0,12729.0,10991.0,13595.0,9705.0,8307.0,10368.0,3017.0,2677.0,3220.0,7.0,7.0,7.0,7.0,8.0,7.0,3.2,3.5,1.54,0.8,10839.0,87.0,5783.0,85.0,15.0,86.0,1453,1353.0,1356.0,1011.0,78.0,22.0,1
"""1263000""","""St. Petersburg""","""Tampa-St. Petersburg-Clearwater, FL""",215.69,251817.98,105994.57,39537.3,56.0,65.0,50.0,32.0,40.0,28.0,24.0,25.0,22.0,7.38,26.12,1.57,1.0,2.0,18407.0,16440.0,19309.0,4.0,5.0,4.0,11206.0,9488.0,11847.0,8547.0,7098.0,9065.0,2575.0,2301.0,2701.0,84.0,89.0,81.0,91.0,97.0,88.0,6.3,6.3,6.23,2.68,23597.0,59.0,23869.0,89.0,7.0,192.0,994,1264.0,1276.0,887.0,58.0,42.0,0
"""1270600""","""Tallahassee""","""Tallahassee, FL""",116.61,177059.94,70547.24,64360.47,54.0,63.0,46.0,30.0,37.0,25.0,24.0,26.0,21.0,7.85,18.78,1.51,1.0,2.0,18964.0,17114.0,19658.0,3.0,3.0,3.0,10937.0,9317.0,11488.0,8211.0,6845.0,8665.0,2653.0,2395.0,2750.0,72.0,77.0,72.0,51.0,54.0,51.0,4.8,7.1,4.0,1.1,13796.0,44.0,25188.0,88.0,20.0,80.0,1622,1125.0,1074.0,887.0,39.0,61.0,0
"""1271000""","""Tampa""","""Tampa-St. Petersburg-Clearwater, FL""",332.33,354241.79,141418.05,72565.33,56.0,65.0,50.0,33.0,41.0,29.0,23.0,25.0,21.0,7.14,26.95,1.53,1.0,2.0,17610.0,15654.0,18513.0,5.0,5.0,5.0,10929.0,9302.0,11543.0,8337.0,6981.0,8827.0,2464.0,2191.0,2590.0,128.0,130.0,126.0,120.0,122.0,118.0,6.2,6.6,5.99,1.95,24834.0,55.0,43983.0,91.0,12.0,142.0,1234,1289.0,1208.0,981.0,49.0,51.0,0
"""1304000""","""Atlanta""","""Atlanta-Sandy Springs-Roswell, GA""",309.7,446277.39,185306.64,85189.18,48.0,58.0,51.0,29.0,37.0,31.0,19.0,21.0,20.0,6.14,25.84,1.5,1.0,1.0,17006.0,14945.0,16546.0,12.0,12.0,12.0,10922.0,9646.0,10629.0,8167.0,7194.0,7942.0,2357.0,2071.0,2293.0,398.0,381.0,394.0,365.0,349.0,361.0,6.4,8.5,6.35,2.18,32705.0,40.0,77741.0,91.0,15.0,121.0,1212,1396.0,1490.0,997.0,43.0,57.0,0
"""1304204""","""Augusta-Richmond County consolidated government (balance)""","""Augusta-Richmond County, GA-SC""",138.63,197648.43,70583.25,193581.27,51.0,60.0,45.0,25.0,31.0,21.0,27.0,29.0,24.0,8.59,11.06,1.74,2.0,2.0,21616.0,19293.0,21891.0,1.0,1.0,1.0,12491.0,10803.0,12805.0,9490.0,8123.0,9767.0,2995.0,2674.0,3033.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,3.2,2.23,0.36,9741.0,63.0,12483.0,87.0,31.0,45.0,2076,954.0,940.0,796.0,53.0,47.0,0
"""1319000""","""Columbus""","""Columbus, GA-AL""",125.0,200285.0,72760.0,138509.92,58.0,68.0,47.0,30.0,38.0,24.0,28.0,30.0,23.0,8.68,13.22,1.65,1.0,2.0,21102.0,19009.0,21654.0,1.0,2.0,1.0,11941.0,10273.0,12491.0,9001.0,7618.0,9476.0,2924.0,2635.0,3001.0,16.0,20.0,14.0,17.0,21.0,15.0,4.4,5.3,1.94,0.53,10324.0,67.0,12382.0,86.0,29.0,43.0,2258,1068.0,1093.0,855.0,50.0,50.0,0
"""1349008""","""Macon-Bibb County""","""Macon, GA""",125.94,154738.6,57073.13,159532.46,59.0,70.0,46.0,30.0,38.0,22.0,29.0,32.0,24.0,8.57,7.74,1.64,1.0,2.0,21382.0,19316.0,22369.0,1.0,2.0,1.0,11439.0,10250.0,12748.0,8454.0,7544.0,9632.0,2964.0,2678.0,3100.0,20.0,28.0,16.0,20.0,28.0,16.0,3.2,5.4,1.74,0.36,7238.0,67.0,9496.0,85.0,48.0,38.0,2550,1001.0,1109.0,696.0,53.0,47.0,0
"""1571550""","""Urban Honolulu""","""Urban Honolulu, HI""",236.88,347764.3,127194.33,38733.04,45.0,53.0,59.0,29.0,36.0,40.0,16.0,17.0,19.0,6.39,112.26,1.58,1.0,1.0,17284.0,14978.0,15196.0,15.0,14.0,15.0,12118.0,10267.0,10263.0,9023.0,7578.0,7522.0,2773.0,2402.0,2437.0,322.0,288.0,305.0,402.0,359.0,380.0,4.7,8.8,9.61,3.28,39971.0,28.0,79940.0,91.0,12.0,110.0,2148,1801.0,1749.0,1477.0,43.0,57.0,0
"""1608830""","""Boise City""","""Boise City, ID""",114.67,198723.01,81434.9,51536.69,50.0,59.0,47.0,26.0,32.0,24.0,24.0,27.0,23.0,8.34,23.64,1.7,2.0,2.0,20318.0,18079.0,20341.0,2.0,2.0,2.0,12262.0,10877.0,12336.0,9278.0,8219.0,9350.0,2961.0,2634.0,2964.0,23.0,24.0,23.0,33.0,34.0,32.0,4.2,6.0,3.48,1.58,17554.0,64.0,30510.0,90.0,13.0,118.0,1522,1093.0,1170.0,849.0,58.0,42.0,0
"""1703012""","""Aurora""","""Chicago-Naperville-Elgin, IL-IN-WI""",99.09,185261.98,56828.77,28733.99,50.0,58.0,55.0,29.0,36.0,33.0,21.0,23.0,23.0,9.43,30.54,1.78,2.0,2.0,20989.0,18457.0,20367.0,3.0,3.0,3.0,13226.0,11319.0,12297.0,10166.0,8625.0,9328.0,2972.0,2612.0,2883.0,87.0,82.0,86.0,30.0,28.0,30.0,5.2,6.7,5.46,1.98,20933.0,61.0,25196.0,89.0,12.0,99.0,1104,1474.0,1513.0,920.0,66.0,34.0,1
"""1714000""","""Chicago""","""Chicago-Naperville-Elgin, IL-IN-WI""",2178.65,2718573.87,1035327.63,145749.07,43.0,51.0,48.0,27.0,34.0,31.0,16.0,16.0,17.0,4.71,68.78,1.22,1.0,1.0,12556.0,10708.0,12077.0,30.0,29.0,30.0,9649.0,8148.0,8938.0,6951.0,5765.0,6318.0,1992.0,1698.0,1915.0,706.0,685.0,705.0,484.0,469.0,483.0,8.1,9.2,17.78,7.1,84824.0,26.0,127365.0,91.0,3.0,396.0,643,1408.0,1688.0,999.0,44.0,56.0,0
"""1825000""","""Fort Wayne""","""Fort Wayne, IN""",188.01,243585.86,96813.95,70786.5,45.0,52.0,42.0,21.0,26.0,19.0,25.0,27.0,23.0,8.48,18.64,1.72,2.0,2.0,21013.0,18696.0,21324.0,2.0,2.0,2.0,12385.0,10616.0,12609.0,9382.0,7939.0,9561.0,2974.0,2647.0,3018.0,30.0,30.0,30.0,34.0,35.0,35.0,4.2,5.9,2.9,1.37,14380.0,70.0,19218.0,88.0,17.0,99.0,1266,855.0,852.0,647.0,62.0,38.0,0
"""1836003""","""Indianapolis city (balance)""","""Indianapolis-Carmel-Anderson, IN""",576.71,837904.69,329121.89,231365.65,45.0,53.0,44.0,22.0,28.0,22.0,23.0,25.0,22.0,8.01,19.34,1.68,1.0,2.0,19828.0,17644.0,19836.0,3.0,3.0,3.0,11982.0,10652.0,11996.0,9134.0,8112.0,9145.0,2806.0,2497.0,2808.0,42.0,43.0,43.0,38.0,38.0,39.0,4.7,6.8,3.85,1.42,20483.0,60.0,34510.0,90.0,17.0,99.0,1393,982.0,1015.0,771.0,54.0,46.0,0
"""1921000""","""Des Moines""","""Des Moines-West Des Moines, IA""",177.62,207692.62,81746.79,56878.1,40.0,46.0,44.0,20.0,25.0,23.0,20.0,22.0,22.0,8.13,22.18,1.68,1.0,2.0,20256.0,18088.0,19936.0,3.0,3.0,4.0,12575.0,10700.0,11782.0,9605.0,8041.0,8852.0,2868.0,2560.0,2822.0,102.0,99.0,109.0,69.0,67.0,73.0,4.6,8.7,4.01,1.44,17001.0,67.0,30139.0,87.0,13.0,110.0,1336,1019.0,1119.0,752.0,61.0,39.0,0
"""2053775""","""Overland Park""","""Kansas City, MO-KS""",114.38,181075.93,74487.96,48061.14,53.0,63.0,56.0,31.0,39.0,33.0,21.0,24.0,23.0,8.68,21.74,1.72,2.0,2.0,20648.0,18179.0,20703.0,2.0,1.0,2.0,12308.0,10933.0,12249.0,9368.0,8344.0,9300.0,2922.0,2573.0,2930.0,18.0,17.0,19.0,14.0,13.0,15.0,3.7,7.5,3.02,1.55,19649.0,60.0,34489.0,89.0,20.0,96.0,1709,1504.0,1610.0,860.0,65.0,35.0,0
"""2079000""","""Wichita""","""Wichita, KS""",285.47,359983.8,141274.88,102196.45,48.0,57.0,46.0,23.0,29.0,22.0,25.0,28.0,24.0,8.54,20.75,1.78,2.0,2.0,21106.0,18824.0,21123.0,1.0,1.0,1.0,12694.0,11337.0,12739.0,9673.0,8638.0,9715.0,2987.0,2664.0,2990.0,33.0,35.0,34.0,28.0,30.0,29.0,4.4,3.7,3.11,1.38,15874.0,68.0,22113.0,90.0,13.0,106.0,1255,1006.0,1048.0,728.0,58.0,42.0,0
"""2146027""","""Lexington-Fayette""","""Lexington-Fayette, KY""",208.0,308306.0,125752.0,181537.55,50.0,59.0,48.0,26.0,32.0,25.0,24.0,27.0,23.0,8.32,24.46,1.74,2.0,2.0,20182.0,17966.0,20668.0,2.0,2.0,2.0,12348.0,11042.0,12624.0,9469.0,8476.0,9674.0,2857.0,2543.0,2925.0,23.0,23.0,24.0,31.0,31.0,33.0,2.4,3.1,1.59,0.69,19068.0,61.0,29574.0,91.0,27.0,36.0,3874,1102.0,1174.0,804.0,54.0,46.0,0
"""2148000""","""Louisville""","""Louisville/Jefferson County, KY-IN""",234.49,246083.49,103916.14,39290.53,42.0,50.0,41.0,21.0,27.0,20.0,21.0,23.0,21.0,6.66,28.33,1.52,1.0,2.0,17695.0,15888.0,17969.0,5.0,5.0,5.0,10840.0,9525.0,11055.0,8264.0,7203.0,8440.0,2504.0,2249.0,2543.0,72.0,73.0,72.0,84.0,86.0,85.0,6.4,8.6,6.16,2.64,24069.0,58.0,44269.0,89.0,8.0,180.0,982,910.0,982.0,699.0,47.0,53.0,0
"""2148006""","""Louisville/Jefferson County metro government (balance)""","""Louisville/Jefferson County, KY-IN""",239.23,371811.38,144511.62,168767.65,52.0,62.0,50.0,28.0,35.0,26.0,25.0,28.0,24.0,9.08,16.99,1.76,2.0,2.0,21459.0,19026.0,21843.0,2.0,2.0,2.0,12664.0,11308.0,12891.0,9596.0,8585.0,9768.0,3037.0,2693.0,3092.0,31.0,30.0,32.0,36.0,36.0,37.0,2.9,6.5,2.09,0.86,15315.0,71.0,18514.0,88.0,29.0,45.0,1973,1180.0,1242.0,725.0,70.0,30.0,0
